song,artist,album_name,album_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,id,uri,uri,track_href,time_signature,song,artist,album_name,album_id,duration_ms,duration_ms,explicit,popularity
Close My Eyes - Radio Edit,Dani Corbalan,Best of Dani Corbalan 2019,2nbWxTOcwzW9HfLnSTV31k,0.719,0.509,8.0,-9.189,0.0,0.0296,0.00397,0.0374,0.08,0.215,120.012,2vGn7YlZ8azWlTQx78oDXO,2vGn7YlZ8azWlTQx78oDXO,spotify:track:2vGn7YlZ8azWlTQx78oDXO,spotify:track:2vGn7YlZ8azWlTQx78oDXO,https://api.spotify.com/v1/tracks/2vGn7YlZ8azWlTQx78oDXO,4.0,Close My Eyes - Radio Edit,Dani Corbalan,Best of Dani Corbalan 2019,2nbWxTOcwzW9HfLnSTV31k,133000.0,133000,False,18
Memories - Radio Edit,Dani Corbalan,Best of Dani Corbalan 2019,2nbWxTOcwzW9HfLnSTV31k,0.622,0.914,9.0,-5.678,0.0,0.0358,0.00548,0.0706,0.0502,0.138,120.019,4rIW1gsE0NZFR8Xyp2nzAQ,4rIW1gsE0NZFR8Xyp2nzAQ,spotify:track:4rIW1gsE0NZFR8Xyp2nzAQ,spotify:track:4rIW1gsE0NZFR8Xyp2nzAQ,https://api.spotify.com/v1/tracks/4rIW1gsE0NZFR8Xyp2nzAQ,4.0,Memories - Radio Edit,Dani Corbalan,Best of Dani Corbalan 2019,2nbWxTOcwzW9HfLnSTV31k,152500.0,152500,False,16
Falling Apart,Dani Corbalan,2022 Album,4hT8Qu9XrcC4FqX8YxukOn,0.641,0.737,4.0,-7.602,0.0,0.0385,0.448,0.0775,0.111,0.381,119.983,29m3rxwugJ3A8lVEjJtmGE,29m3rxwugJ3A8lVEjJtmGE,spotify:track:29m3rxwugJ3A8lVEjJtmGE,spotify:track:29m3rxwugJ3A8lVEjJtmGE,https://api.spotify.com/v1/tracks/29m3rxwugJ3A8lVEjJtmGE,4.0,Falling Apart,Dani Corbalan,2022 Album,4hT8Qu9XrcC4FqX8YxukOn,201647.0,201647,False,20
Beautiful Day,Dani Corbalan,Beautiful Day,7JCS13v5nUUOg4nNTWUOvQ,0.718,0.735,0.0,-5.301,0.0,0.0417,0.0743,0.0063,0.0824,0.764,120.008,4kU4p2rguqapeiqhYReygM,4kU4p2rguqapeiqhYReygM,spotify:track:4kU4p2rguqapeiqhYReygM,spotify:track:4kU4p2rguqapeiqhYReygM,https://api.spotify.com/v1/tracks/4kU4p2rguqapeiqhYReygM,4.0,Beautiful Day,Dani Corbalan,Beautiful Day,7JCS13v5nUUOg4nNTWUOvQ,182312.0,182312,False,22
The Other Side,Dani Corbalan,2022 Album,4hT8Qu9XrcC4FqX8YxukOn,0.828,0.472,11.0,-8.503,0.0,0.0329,0.596,0.00266,0.283,0.582,119.944,2QmAeEbq0IlvlhV7DgaAZB,2QmAeEbq0IlvlhV7DgaAZB,spotify:track:2QmAeEbq0IlvlhV7DgaAZB,spotify:track:2QmAeEbq0IlvlhV7DgaAZB,https://api.spotify.com/v1/tracks/2QmAeEbq0IlvlhV7DgaAZB,4.0,The Other Side,Dani Corbalan,2022 Album,4hT8Qu9XrcC4FqX8YxukOn,197799.0,197799,False,20
Só Mesmo o Amor - Acústico,Yuri Corbal,Só Mesmo o Amor (Acústico),1fo2mWMpRKsAPqL6RwrRC6,0.473,0.418,5.0,-7.461,1.0,0.0322,0.456,0.0,0.11,0.743,145.514,4Ens2z1ij64Og6SHmzcDFr,4Ens2z1ij64Og6SHmzcDFr,spotify:track:4Ens2z1ij64Og6SHmzcDFr,spotify:track:4Ens2z1ij64Og6SHmzcDFr,https://api.spotify.com/v1/tracks/4Ens2z1ij64Og6SHmzcDFr,4.0,Só Mesmo o Amor - Acústico,Yuri Corbal,Só Mesmo o Amor (Acústico),1fo2mWMpRKsAPqL6RwrRC6,162740.0,162739,False,28
Tell Me,Dani Corbalan,Tell Me,4SRq5C21yEJfMYXqw5FtiK,0.74,0.561,5.0,-9.076,0.0,0.0342,0.0278,0.000545,0.184,0.192,120.002,1fXApfBjJMgyIWd0Fu5rJM,1fXApfBjJMgyIWd0Fu5rJM,spotify:track:1fXApfBjJMgyIWd0Fu5rJM,spotify:track:1fXApfBjJMgyIWd0Fu5rJM,https://api.spotify.com/v1/tracks/1fXApfBjJMgyIWd0Fu5rJM,4.0,Tell Me,Dani Corbalan,Tell Me,4SRq5C21yEJfMYXqw5FtiK,426000.0,426000,False,16
Sorry,Dani Corbalan,I'll Be With You,130UPFcUwlbURjzn02Blxe,0.695,0.553,8.0,-8.136,0.0,0.0381,0.000376,0.567,0.0915,0.495,121.986,0U0a5LzBeenlHYQJInldOD,0U0a5LzBeenlHYQJInldOD,spotify:track:0U0a5LzBeenlHYQJInldOD,spotify:track:0U0a5LzBeenlHYQJInldOD,https://api.spotify.com/v1/tracks/0U0a5LzBeenlHYQJInldOD,4.0,Sorry,Dani Corbalan,I'll Be With You,130UPFcUwlbURjzn02Blxe,275041.0,275040,False,18
Cruel Summer - Dani Corbalan Remix,Creative Ades,Cruel Summer,6exRf7RYPFPrcwrQ148yVJ,0.7,0.84,5.0,-6.291,0.0,0.0421,0.0309,0.676,0.175,0.49,120.022,7lGgKSWG0hMJ1RCQcQ29sr,7lGgKSWG0hMJ1RCQcQ29sr,spotify:track:7lGgKSWG0hMJ1RCQcQ29sr,spotify:track:7lGgKSWG0hMJ1RCQcQ29sr,https://api.spotify.com/v1/tracks/7lGgKSWG0hMJ1RCQcQ29sr,4.0,Cruel Summer - Dani Corbalan Remix,Creative Ades,Cruel Summer,6exRf7RYPFPrcwrQ148yVJ,332000.0,332000,False,13
Down Under - Dani Corbalan Remix,Tony Vegas,Down Under (Remix Edition),7JIflbgJcS5nEUR2M0zFRv,0.866,0.549,11.0,-8.442,0.0,0.0443,0.00385,0.55,0.094,0.619,119.987,64XHNUJtfE4UYUN3CBQRuQ,64XHNUJtfE4UYUN3CBQRuQ,spotify:track:64XHNUJtfE4UYUN3CBQRuQ,spotify:track:64XHNUJtfE4UYUN3CBQRuQ,https://api.spotify.com/v1/tracks/64XHNUJtfE4UYUN3CBQRuQ,4.0,Down Under - Dani Corbalan Remix,Tony Vegas,Down Under (Remix Edition),7JIflbgJcS5nEUR2M0zFRv,226107.0,226107,False,12
Interlude,CORBAL,Love Is the Same as Sadness,4JcORch57yBGLItxgest7E,0.393,0.581,6.0,-22.618,1.0,0.482,0.883,0.00163,0.862,0.403,53.132,2ORtuKKFGJKpgKTK3fRln3,2ORtuKKFGJKpgKTK3fRln3,spotify:track:2ORtuKKFGJKpgKTK3fRln3,spotify:track:2ORtuKKFGJKpgKTK3fRln3,https://api.spotify.com/v1/tracks/2ORtuKKFGJKpgKTK3fRln3,4.0,Interlude,CORBAL,Love Is the Same as Sadness,4JcORch57yBGLItxgest7E,29443.0,29442,False,11
POPPIN,Dibyo,POPPIN,1NSMU0fBrHY8wLcgFxKTxN,0.791,0.409,2.0,-10.4,1.0,0.0776,0.0115,0.00748,0.0857,0.138,137.041,35k6cIR7K2sRfz5D3a1Wgs,35k6cIR7K2sRfz5D3a1Wgs,spotify:track:35k6cIR7K2sRfz5D3a1Wgs,spotify:track:35k6cIR7K2sRfz5D3a1Wgs,https://api.spotify.com/v1/tracks/35k6cIR7K2sRfz5D3a1Wgs,4.0,POPPIN,Dibyo,POPPIN,1NSMU0fBrHY8wLcgFxKTxN,126207.0,126206,True,11
The Other Side,Dani Corbalan,The Other Side,5a1yUfMPlagR03G1OfVZRW,0.828,0.472,11.0,-8.503,0.0,0.0329,0.596,0.00266,0.283,0.582,119.944,0He1NSAXLeDa00ACjte24q,0He1NSAXLeDa00ACjte24q,spotify:track:0He1NSAXLeDa00ACjte24q,spotify:track:0He1NSAXLeDa00ACjte24q,https://api.spotify.com/v1/tracks/0He1NSAXLeDa00ACjte24q,4.0,The Other Side,Dani Corbalan,The Other Side,5a1yUfMPlagR03G1OfVZRW,197799.0,197799,False,21
Town,Be Corbal,Town,65rqJ3zvWRszpBCA5mTpbW,0.667,0.239,0.0,-10.884,0.0,0.0556,0.199,0.592,0.122,0.344,99.979,7tIeYig6S9uPosFqhh9xrV,7tIeYig6S9uPosFqhh9xrV,spotify:track:7tIeYig6S9uPosFqhh9xrV,spotify:track:7tIeYig6S9uPosFqhh9xrV,https://api.spotify.com/v1/tracks/7tIeYig6S9uPosFqhh9xrV,4.0,Town,Be Corbal,Town,65rqJ3zvWRszpBCA5mTpbW,182438.0,182437,False,30
Last Night,Dani Corbalan,Last Night,5pzBcQLQIkm06xV7bEfHlU,0.622,0.451,4.0,-9.087,0.0,0.259,0.71,4.71e-05,0.0754,0.345,109.921,4dIGwzl4ExFTcbQv5U7Bml,4dIGwzl4ExFTcbQv5U7Bml,spotify:track:4dIGwzl4ExFTcbQv5U7Bml,spotify:track:4dIGwzl4ExFTcbQv5U7Bml,https://api.spotify.com/v1/tracks/4dIGwzl4ExFTcbQv5U7Bml,4.0,Last Night,Dani Corbalan,Last Night,5pzBcQLQIkm06xV7bEfHlU,203147.0,203147,False,19
El Cairo,Dani Corbalan,2021 Album,78iKkpDim5h5KUtxnYb35j,0.654,0.756,6.0,-6.239,1.0,0.0492,0.209,0.845,0.316,0.136,122.996,5MjDk7i2eU8fANdbnmrlIw,5MjDk7i2eU8fANdbnmrlIw,spotify:track:5MjDk7i2eU8fANdbnmrlIw,spotify:track:5MjDk7i2eU8fANdbnmrlIw,https://api.spotify.com/v1/tracks/5MjDk7i2eU8fANdbnmrlIw,4.0,El Cairo,Dani Corbalan,2021 Album,78iKkpDim5h5KUtxnYb35j,171827.0,171826,False,17
Where Are You - Radio Edit,Dani Corbalan,Best of Dani Corbalan 2019,2nbWxTOcwzW9HfLnSTV31k,0.734,0.663,11.0,-6.739,0.0,0.0356,0.238,0.218,0.219,0.509,120.0,7FmrKelJ2wTTwA41mj8dfZ,7FmrKelJ2wTTwA41mj8dfZ,spotify:track:7FmrKelJ2wTTwA41mj8dfZ,spotify:track:7FmrKelJ2wTTwA41mj8dfZ,https://api.spotify.com/v1/tracks/7FmrKelJ2wTTwA41mj8dfZ,4.0,Where Are You - Radio Edit,Dani Corbalan,Best of Dani Corbalan 2019,2nbWxTOcwzW9HfLnSTV31k,170000.0,170000,False,12
Common Grounds,CORBAAL,Common Grounds,6shHyUzpjAyXBqqmbXvBjx,0.263,0.0691,0.0,-14.254,0.0,0.0409,0.993,0.0441,0.366,0.198,57.245,4q3mU5Krvo7a2ZBzO5G1IN,4q3mU5Krvo7a2ZBzO5G1IN,spotify:track:4q3mU5Krvo7a2ZBzO5G1IN,spotify:track:4q3mU5Krvo7a2ZBzO5G1IN,https://api.spotify.com/v1/tracks/4q3mU5Krvo7a2ZBzO5G1IN,3.0,Common Grounds,CORBAAL,Common Grounds,6shHyUzpjAyXBqqmbXvBjx,232000.0,232000,False,21
Drifting Away,Dani Corbalan,Drifting Away,3FFMRdZmrABMbeXFnPd1x4,0.726,0.587,8.0,-8.873,1.0,0.0397,0.158,0.262,0.177,0.48,122.009,0XIC666eKG8PO07MIovX3P,0XIC666eKG8PO07MIovX3P,spotify:track:0XIC666eKG8PO07MIovX3P,spotify:track:0XIC666eKG8PO07MIovX3P,https://api.spotify.com/v1/tracks/0XIC666eKG8PO07MIovX3P,4.0,Drifting Away,Dani Corbalan,Drifting Away,3FFMRdZmrABMbeXFnPd1x4,326434.0,326434,False,15
Pink Sands,Dani Corbalan,Pink Sands,3no5OohH32qQuW5YMLVQ3l,0.791,0.841,10.0,-4.88,0.0,0.0372,0.769,0.878,0.104,0.737,120.0,6A8EqUx06yA3dOQBSst6Tf,6A8EqUx06yA3dOQBSst6Tf,spotify:track:6A8EqUx06yA3dOQBSst6Tf,spotify:track:6A8EqUx06yA3dOQBSst6Tf,https://api.spotify.com/v1/tracks/6A8EqUx06yA3dOQBSst6Tf,4.0,Pink Sands,Dani Corbalan,Pink Sands,3no5OohH32qQuW5YMLVQ3l,204460.0,204459,False,21
Fractured Heart,Dani Corbalan,Fractured Heart,4u0NIoZFMEFyoxpLMvSbZ9,0.665,0.698,7.0,-6.892,1.0,0.111,0.194,0.204,0.105,0.386,123.965,417MexjzmZy0NhtBBeQCtx,417MexjzmZy0NhtBBeQCtx,spotify:track:417MexjzmZy0NhtBBeQCtx,spotify:track:417MexjzmZy0NhtBBeQCtx,https://api.spotify.com/v1/tracks/417MexjzmZy0NhtBBeQCtx,4.0,Fractured Heart,Dani Corbalan,Fractured Heart,4u0NIoZFMEFyoxpLMvSbZ9,166384.0,166383,False,20
Everything You Say,Dani Corbalan,Everything You Say,3OEG9uIvuvMBLYMEEmgVWC,0.629,0.858,8.0,-8.479,0.0,0.148,0.161,9.21e-05,0.0885,0.364,122.95,6efjzR3M1o1lntrQQgDRuP,6efjzR3M1o1lntrQQgDRuP,spotify:track:6efjzR3M1o1lntrQQgDRuP,spotify:track:6efjzR3M1o1lntrQQgDRuP,https://api.spotify.com/v1/tracks/6efjzR3M1o1lntrQQgDRuP,4.0,Everything You Say,Dani Corbalan,Everything You Say,3OEG9uIvuvMBLYMEEmgVWC,130290.0,130289,False,18
Never Look Back - Radio Edit,Dani Corbalan,Never Look Back,05QjjUt6Yd8evbh2QQT81x,0.689,0.703,5.0,-7.906,0.0,0.0457,0.0129,0.0321,0.0829,0.772,120.016,2w2mC3eJbDSGoNKMA5cyWV,2w2mC3eJbDSGoNKMA5cyWV,spotify:track:2w2mC3eJbDSGoNKMA5cyWV,spotify:track:2w2mC3eJbDSGoNKMA5cyWV,https://api.spotify.com/v1/tracks/2w2mC3eJbDSGoNKMA5cyWV,4.0,Never Look Back - Radio Edit,Dani Corbalan,Never Look Back,05QjjUt6Yd8evbh2QQT81x,220000.0,220000,False,15
Don't Let Me Go - Extended Mix,Dani Corbalan,Don't Let Me Go,315M3rj8RUO7lT0Rqah4JR,0.868,0.808,9.0,-5.152,1.0,0.0535,0.394,0.0438,0.559,0.591,120.009,6G4IN4XeyMObI9tSwQw7zj,6G4IN4XeyMObI9tSwQw7zj,spotify:track:6G4IN4XeyMObI9tSwQw7zj,spotify:track:6G4IN4XeyMObI9tSwQw7zj,https://api.spotify.com/v1/tracks/6G4IN4XeyMObI9tSwQw7zj,4.0,Don't Let Me Go - Extended Mix,Dani Corbalan,Don't Let Me Go,315M3rj8RUO7lT0Rqah4JR,225049.0,225049,False,19
Don't Let Me Go - Extended Mix,Dani Corbalan,Don't Let Me Go,315M3rj8RUO7lT0Rqah4JR,0.868,0.808,9.0,-5.152,1.0,0.0535,0.394,0.0438,0.559,0.591,120.009,6G4IN4XeyMObI9tSwQw7zj,6G4IN4XeyMObI9tSwQw7zj,spotify:track:6G4IN4XeyMObI9tSwQw7zj,spotify:track:6G4IN4XeyMObI9tSwQw7zj,https://api.spotify.com/v1/tracks/6G4IN4XeyMObI9tSwQw7zj,4.0,Don't Let Me Go - Extended Mix,Dani Corbalan,Don't Let Me Go,315M3rj8RUO7lT0Rqah4JR,225049.0,225049,False,19
No More Lies - Radio Edit,Dani Corbalan,2018 Album,1b5ZvV9LY9Gbz3bZMkhtYR,0.772,0.569,11.0,-8.355,0.0,0.0421,0.000718,0.0538,0.0869,0.572,120.0,6g4h8aZoj2l1ZUwYaItsT0,6g4h8aZoj2l1ZUwYaItsT0,spotify:track:6g4h8aZoj2l1ZUwYaItsT0,spotify:track:6g4h8aZoj2l1ZUwYaItsT0,https://api.spotify.com/v1/tracks/6g4h8aZoj2l1ZUwYaItsT0,4.0,No More Lies - Radio Edit,Dani Corbalan,2018 Album,1b5ZvV9LY9Gbz3bZMkhtYR,181000.0,181000,False,17
Beautiful Day,Dani Corbalan,2022 Album,4hT8Qu9XrcC4FqX8YxukOn,0.718,0.735,0.0,-5.301,0.0,0.0417,0.0743,0.0063,0.0824,0.764,120.008,5Tv3PP9KwlHeQ3GOKd0Aic,5Tv3PP9KwlHeQ3GOKd0Aic,spotify:track:5Tv3PP9KwlHeQ3GOKd0Aic,spotify:track:5Tv3PP9KwlHeQ3GOKd0Aic,https://api.spotify.com/v1/tracks/5Tv3PP9KwlHeQ3GOKd0Aic,4.0,Beautiful Day,Dani Corbalan,2022 Album,4hT8Qu9XrcC4FqX8YxukOn,182312.0,182312,False,17
Perfect,Dani Corbalan,Perfect,2p3a3zdqIh8kLS0jzmwGaa,0.752,0.502,0.0,-8.841,1.0,0.0322,0.56,0.00854,0.183,0.51,121.999,4cFG1IgffmBAaC0uaEEx9j,4cFG1IgffmBAaC0uaEEx9j,spotify:track:4cFG1IgffmBAaC0uaEEx9j,spotify:track:4cFG1IgffmBAaC0uaEEx9j,https://api.spotify.com/v1/tracks/4cFG1IgffmBAaC0uaEEx9j,4.0,Perfect,Dani Corbalan,Perfect,2p3a3zdqIh8kLS0jzmwGaa,177054.0,177054,False,13
Beautiful,Dani Corbalan,2021 Album,78iKkpDim5h5KUtxnYb35j,0.776,0.851,6.0,-7.777,1.0,0.0378,0.532,0.000911,0.133,0.635,117.998,4os9qCcOzlu1E0BaEzoSIA,4os9qCcOzlu1E0BaEzoSIA,spotify:track:4os9qCcOzlu1E0BaEzoSIA,spotify:track:4os9qCcOzlu1E0BaEzoSIA,https://api.spotify.com/v1/tracks/4os9qCcOzlu1E0BaEzoSIA,4.0,Beautiful,Dani Corbalan,2021 Album,78iKkpDim5h5KUtxnYb35j,186673.0,186673,False,14
Redemption,Dani Corbalan,Redemption,64TibA4FcgbFDDOZ5GwjTq,0.68,0.723,0.0,-6.065,0.0,0.038,0.208,0.667,0.0585,0.419,120.012,5OSdO0HZuKiuFGCGD7HtYm,5OSdO0HZuKiuFGCGD7HtYm,spotify:track:5OSdO0HZuKiuFGCGD7HtYm,spotify:track:5OSdO0HZuKiuFGCGD7HtYm,https://api.spotify.com/v1/tracks/5OSdO0HZuKiuFGCGD7HtYm,4.0,Redemption,Dani Corbalan,Redemption,64TibA4FcgbFDDOZ5GwjTq,264500.0,264500,False,15
Jeito Diferente,Yuri Corbal,Jeito Diferente,5mpitXuXpKT2CGk80StzaL,0.708,0.432,4.0,-10.514,1.0,0.0337,0.636,0.0,0.149,0.748,119.95,4EgYKeSwHzCHzegypzzayI,4EgYKeSwHzCHzegypzzayI,spotify:track:4EgYKeSwHzCHzegypzzayI,spotify:track:4EgYKeSwHzCHzegypzzayI,https://api.spotify.com/v1/tracks/4EgYKeSwHzCHzegypzzayI,4.0,Jeito Diferente,Yuri Corbal,Jeito Diferente,5mpitXuXpKT2CGk80StzaL,204063.0,204062,False,33
Now You're Gone - Extended Mix,Deep Emotion,Now You're Gone,5CcGKzfSrIUeb1EdYrZkDW,0.748,0.675,0.0,-7.119,0.0,0.0534,0.12,0.174,0.0491,0.883,114.985,4ySLNbSidIjUEvziKpU7Dj,4ySLNbSidIjUEvziKpU7Dj,spotify:track:4ySLNbSidIjUEvziKpU7Dj,spotify:track:4ySLNbSidIjUEvziKpU7Dj,https://api.spotify.com/v1/tracks/4ySLNbSidIjUEvziKpU7Dj,4.0,Now You're Gone - Extended Mix,Deep Emotion,Now You're Gone,5CcGKzfSrIUeb1EdYrZkDW,220473.0,220473,False,0
Now You're Gone,Deep Emotion,Now You're Gone,5CcGKzfSrIUeb1EdYrZkDW,0.706,0.712,0.0,-5.983,0.0,0.0439,0.278,0.0094,0.144,0.849,114.956,5Y2ufRWVKmtAZ5AaJ6wC7Q,5Y2ufRWVKmtAZ5AaJ6wC7Q,spotify:track:5Y2ufRWVKmtAZ5AaJ6wC7Q,spotify:track:5Y2ufRWVKmtAZ5AaJ6wC7Q,https://api.spotify.com/v1/tracks/5Y2ufRWVKmtAZ5AaJ6wC7Q,4.0,Now You're Gone,Deep Emotion,Now You're Gone,5CcGKzfSrIUeb1EdYrZkDW,165567.0,165566,False,0
Maniac - Extended Mix,Deep Emotion,Maniac,6DEWXJbbaSsgJDiKrnxfs4,0.67,0.824,5.0,-6.59,0.0,0.0344,0.744,0.402,0.336,0.461,122.007,587TnOUPM67fh6tRBLsVFG,587TnOUPM67fh6tRBLsVFG,spotify:track:587TnOUPM67fh6tRBLsVFG,spotify:track:587TnOUPM67fh6tRBLsVFG,https://api.spotify.com/v1/tracks/587TnOUPM67fh6tRBLsVFG,3.0,Maniac - Extended Mix,Deep Emotion,Maniac,6DEWXJbbaSsgJDiKrnxfs4,258433.0,258433,False,19
Embrace Me - Dani Corbalan Radio Edit,Sean Norvis,Embrace Me (Dani Corbalan Remix),7oZLSmqtlYwwSCN67nPLs5,0.625,0.637,0.0,-8.25,0.0,0.0756,0.109,0.000608,0.0666,0.48,120.077,6UhHmaUkrqcPxqzVhA11co,6UhHmaUkrqcPxqzVhA11co,spotify:track:6UhHmaUkrqcPxqzVhA11co,spotify:track:6UhHmaUkrqcPxqzVhA11co,https://api.spotify.com/v1/tracks/6UhHmaUkrqcPxqzVhA11co,4.0,Embrace Me - Dani Corbalan Radio Edit,Sean Norvis,Embrace Me (Dani Corbalan Remix),7oZLSmqtlYwwSCN67nPLs5,187000.0,187000,False,7
I Feel Alive,Geo Da Silva,I Feel Alive,0SNdNFaw2RPSmNgF0ArgRt,0.528,0.746,7.0,-4.814,1.0,0.26,0.095,0.0,0.163,0.553,128.29,4QfYdUOYtUrcg9WazN4l2b,4QfYdUOYtUrcg9WazN4l2b,spotify:track:4QfYdUOYtUrcg9WazN4l2b,spotify:track:4QfYdUOYtUrcg9WazN4l2b,https://api.spotify.com/v1/tracks/4QfYdUOYtUrcg9WazN4l2b,4.0,I Feel Alive,Geo Da Silva,I Feel Alive,0SNdNFaw2RPSmNgF0ArgRt,157296.0,157295,False,18
Point of No Return - Dani Corbalan Remix,DJ Tarkan,Point of No Return (Dani Corbalan Remix),5CyVVd2JrksJSYgQFBk4o6,0.726,0.557,7.0,-9.226,0.0,0.0347,0.0407,0.0287,0.0907,0.221,120.006,4KoU7D4YnqNz06m6rIAhrP,4KoU7D4YnqNz06m6rIAhrP,spotify:track:4KoU7D4YnqNz06m6rIAhrP,spotify:track:4KoU7D4YnqNz06m6rIAhrP,https://api.spotify.com/v1/tracks/4KoU7D4YnqNz06m6rIAhrP,4.0,Point of No Return - Dani Corbalan Remix,DJ Tarkan,Point of No Return (Dani Corbalan Remix),5CyVVd2JrksJSYgQFBk4o6,344750.0,344750,False,11
i lost her,CORBAL,i lost her,3ohPpPIY4eocZtlVMIPg6f,0.742,0.0881,5.0,-15.677,0.0,0.0606,0.971,0.905,0.101,0.273,74.947,1UrAtPYviIYttZb9KNGCx2,1UrAtPYviIYttZb9KNGCx2,spotify:track:1UrAtPYviIYttZb9KNGCx2,spotify:track:1UrAtPYviIYttZb9KNGCx2,https://api.spotify.com/v1/tracks/1UrAtPYviIYttZb9KNGCx2,4.0,i lost her,CORBAL,i lost her,3ohPpPIY4eocZtlVMIPg6f,153615.0,153615,False,6
Loneliness - Deep Mix,Dani Corbalan,Deep Essence,4l1Nb5YhVMQ8fTZGdSIuZN,0.713,0.398,4.0,-10.224,0.0,0.0417,0.1,0.523,0.117,0.362,119.983,41xLuJxPK3WdVlefgmBnbV,41xLuJxPK3WdVlefgmBnbV,spotify:track:41xLuJxPK3WdVlefgmBnbV,spotify:track:41xLuJxPK3WdVlefgmBnbV,https://api.spotify.com/v1/tracks/41xLuJxPK3WdVlefgmBnbV,4.0,Loneliness - Deep Mix,Dani Corbalan,Deep Essence,4l1Nb5YhVMQ8fTZGdSIuZN,340091.0,340091,False,17
I'm Sorry,Dani Corbalan,I'm Sorry,1LchZDCmBa1rNeRw9eDH4s,0.705,0.612,11.0,-7.583,0.0,0.0513,0.00454,0.318,0.234,0.709,120.005,0U1SxwrUdYBMfX8yOvjkeL,0U1SxwrUdYBMfX8yOvjkeL,spotify:track:0U1SxwrUdYBMfX8yOvjkeL,spotify:track:0U1SxwrUdYBMfX8yOvjkeL,https://api.spotify.com/v1/tracks/0U1SxwrUdYBMfX8yOvjkeL,4.0,I'm Sorry,Dani Corbalan,I'm Sorry,1LchZDCmBa1rNeRw9eDH4s,201000.0,201000,False,16
Loving You,Dani Corbalan,Loving You,4tz2YkRIf65NLQWozIPsRt,0.74,0.578,5.0,-7.147,0.0,0.282,0.636,8.12e-05,0.579,0.551,123.981,7kn0elk7ud1CICb4fkEmFN,7kn0elk7ud1CICb4fkEmFN,spotify:track:7kn0elk7ud1CICb4fkEmFN,spotify:track:7kn0elk7ud1CICb4fkEmFN,https://api.spotify.com/v1/tracks/7kn0elk7ud1CICb4fkEmFN,4.0,Loving You,Dani Corbalan,Loving You,4tz2YkRIf65NLQWozIPsRt,144862.0,144861,False,18
Perfect,Dani Corbalan,2021 Album,78iKkpDim5h5KUtxnYb35j,0.752,0.502,0.0,-8.841,1.0,0.0322,0.56,0.00854,0.183,0.51,121.999,0Xm68kbrAjL9rrhIHyMbpg,0Xm68kbrAjL9rrhIHyMbpg,spotify:track:0Xm68kbrAjL9rrhIHyMbpg,spotify:track:0Xm68kbrAjL9rrhIHyMbpg,https://api.spotify.com/v1/tracks/0Xm68kbrAjL9rrhIHyMbpg,4.0,Perfect,Dani Corbalan,2021 Album,78iKkpDim5h5KUtxnYb35j,177054.0,177054,False,16
Falling Apart,Dani Corbalan,Falling Apart,1awuVtmz7J1QM2v2g1Wcpr,0.641,0.737,4.0,-7.602,0.0,0.0385,0.448,0.0775,0.111,0.381,119.983,7IvsTSggaIhmJETWSNbe7S,7IvsTSggaIhmJETWSNbe7S,spotify:track:7IvsTSggaIhmJETWSNbe7S,spotify:track:7IvsTSggaIhmJETWSNbe7S,https://api.spotify.com/v1/tracks/7IvsTSggaIhmJETWSNbe7S,4.0,Falling Apart,Dani Corbalan,Falling Apart,1awuVtmz7J1QM2v2g1Wcpr,201647.0,201647,False,15
Take Me Home,Dani Corbalan,2021 Album,78iKkpDim5h5KUtxnYb35j,0.946,0.628,9.0,-9.536,0.0,0.126,0.573,0.0649,0.0988,0.53,120.001,1vmEi9DSgKmUMfAMOvkfeV,1vmEi9DSgKmUMfAMOvkfeV,spotify:track:1vmEi9DSgKmUMfAMOvkfeV,spotify:track:1vmEi9DSgKmUMfAMOvkfeV,https://api.spotify.com/v1/tracks/1vmEi9DSgKmUMfAMOvkfeV,4.0,Take Me Home,Dani Corbalan,2021 Album,78iKkpDim5h5KUtxnYb35j,185005.0,185005,False,12
City Lights - Radio Edit,Dani Corbalan,2018 Album,1b5ZvV9LY9Gbz3bZMkhtYR,0.795,0.564,8.0,-9.398,1.0,0.0307,0.03,0.24,0.0938,0.344,119.992,0T2UDpiJtGSwz0SRWcdf7g,0T2UDpiJtGSwz0SRWcdf7g,spotify:track:0T2UDpiJtGSwz0SRWcdf7g,spotify:track:0T2UDpiJtGSwz0SRWcdf7g,https://api.spotify.com/v1/tracks/0T2UDpiJtGSwz0SRWcdf7g,4.0,City Lights - Radio Edit,Dani Corbalan,2018 Album,1b5ZvV9LY9Gbz3bZMkhtYR,211000.0,211000,False,9
Loneliness - Deep Mix Radio Edit,Dani Corbalan,Deep Essence,4l1Nb5YhVMQ8fTZGdSIuZN,0.718,0.429,4.0,-9.831,0.0,0.0449,0.0615,0.442,0.117,0.424,120.012,5aHJrVTCeUfXy9EhqTfIkp,5aHJrVTCeUfXy9EhqTfIkp,spotify:track:5aHJrVTCeUfXy9EhqTfIkp,spotify:track:5aHJrVTCeUfXy9EhqTfIkp,https://api.spotify.com/v1/tracks/5aHJrVTCeUfXy9EhqTfIkp,4.0,Loneliness - Deep Mix Radio Edit,Dani Corbalan,Deep Essence,4l1Nb5YhVMQ8fTZGdSIuZN,167664.0,167663,False,12
