song,artist,album_name,album_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,id,uri,uri,track_href,time_signature,song,artist,album_name,album_id,duration_ms,duration_ms,explicit,popularity
Cuando Calienta El Sol,Luis Miguel,Soy Como Quiero Ser,2dJCC5WZDKqQbXmUJeLe9Z,0.686,0.868,0,-3.889,1,0.0504,0.0738,0.0,0.287,0.557,125.768,3hVaK0zn3sVWWY8TvN1Te5,3hVaK0zn3sVWWY8TvN1Te5,spotify:track:3hVaK0zn3sVWWY8TvN1Te5,spotify:track:3hVaK0zn3sVWWY8TvN1Te5,https://api.spotify.com/v1/tracks/3hVaK0zn3sVWWY8TvN1Te5,4,Cuando Calienta El Sol,Luis Miguel,Soy Como Quiero Ser,2dJCC5WZDKqQbXmUJeLe9Z,236413,236413,False,66
Duende,Ana Torroja,Girados,4hvwAKwsz5ow4LsmXgEAUc,0.607,0.838,1,-6.572,0,0.0541,0.119,1.5e-05,0.967,0.39,126.595,3WX2KhnJq3QdRTfPgHWgZU,3WX2KhnJq3QdRTfPgHWgZU,spotify:track:3WX2KhnJq3QdRTfPgHWgZU,spotify:track:3WX2KhnJq3QdRTfPgHWgZU,https://api.spotify.com/v1/tracks/3WX2KhnJq3QdRTfPgHWgZU,4,Duende,Ana Torroja,Girados,4hvwAKwsz5ow4LsmXgEAUc,355653,355653,False,46
Heartbeat (feat. Lisa Shaw),Miguel Migs,Dim Division,3OQONOxy6x3pmChYfg0heS,0.808,0.698,7,-5.887,0,0.0935,0.00838,0.137,0.0474,0.617,119.999,1UDlHmyQSOXeTt5S9gi2S8,1UDlHmyQSOXeTt5S9gi2S8,spotify:track:1UDlHmyQSOXeTt5S9gi2S8,spotify:track:1UDlHmyQSOXeTt5S9gi2S8,https://api.spotify.com/v1/tracks/1UDlHmyQSOXeTt5S9gi2S8,4,Heartbeat (feat. Lisa Shaw),Miguel Migs,Dim Division,3OQONOxy6x3pmChYfg0heS,340031,340030,False,21
El Capiro - Banda,Miguel Y Miguel,Con Guitarra Y Banda,4fTTtd8WzKzGAIlEjADWaC,0.505,0.508,9,-5.408,1,0.0546,0.0983,0.000136,0.0568,0.967,180.756,1NP5761qzgYI84tcbZoxqt,1NP5761qzgYI84tcbZoxqt,spotify:track:1NP5761qzgYI84tcbZoxqt,spotify:track:1NP5761qzgYI84tcbZoxqt,https://api.spotify.com/v1/tracks/1NP5761qzgYI84tcbZoxqt,3,El Capiro - Banda,Miguel Y Miguel,Con Guitarra Y Banda,4fTTtd8WzKzGAIlEjADWaC,142360,142360,False,8
Simple Things (Remix) (feat. Chris Brown & Future),Miguel,Simple Things (Remix) (feat. Chris Brown & Future),4t9AElYTUNglFjgn8eqslL,0.567,0.555,8,-9.255,1,0.0856,0.27,2.67e-06,0.198,0.248,80.999,1z4FMr0iXNPCRTGdJElak3,1z4FMr0iXNPCRTGdJElak3,spotify:track:1z4FMr0iXNPCRTGdJElak3,spotify:track:1z4FMr0iXNPCRTGdJElak3,https://api.spotify.com/v1/tracks/1z4FMr0iXNPCRTGdJElak3,4,Simple Things (Remix) (feat. Chris Brown & Future),Miguel,Simple Things (Remix) (feat. Chris Brown & Future),4t9AElYTUNglFjgn8eqslL,237798,237797,False,14
Sonora Y Sus Ojos Negros,Miguel Y Miguel,La Historia,3Bo1SwS9A2OEG4gaxAnG4e,0.582,0.359,8,-8.721,1,0.0974,0.793,0.0,0.126,0.634,94.39,56z8EVfBhdmkmzSE8mL15p,56z8EVfBhdmkmzSE8mL15p,spotify:track:56z8EVfBhdmkmzSE8mL15p,spotify:track:56z8EVfBhdmkmzSE8mL15p,https://api.spotify.com/v1/tracks/56z8EVfBhdmkmzSE8mL15p,4,Sonora Y Sus Ojos Negros,Miguel Y Miguel,La Historia,3Bo1SwS9A2OEG4gaxAnG4e,177387,177386,False,52
Brincaito,Miguel Angel Tzul y su Marimba Orquesta,Y Esto Sigue,36BUd6yDh1xTTMjafCe5RM,0.774,0.8,5,-9.822,1,0.037,0.283,0.0,0.073,0.872,108.088,26KPV0v0BLZ3oGdkgprYKA,26KPV0v0BLZ3oGdkgprYKA,spotify:track:26KPV0v0BLZ3oGdkgprYKA,spotify:track:26KPV0v0BLZ3oGdkgprYKA,https://api.spotify.com/v1/tracks/26KPV0v0BLZ3oGdkgprYKA,4,Brincaito,Miguel Angel Tzul y su Marimba Orquesta,Y Esto Sigue,36BUd6yDh1xTTMjafCe5RM,194500,194499,False,13
Miguel,Frank Quintero,Frankamente Acústico,4a8Uy8iIa0ajDIJsu6YD5I,0.419,0.563,4,-14.523,1,0.091,0.73,0.0189,0.978,0.542,177.264,6Ap1fGBq7nXyEkJGYrUmF2,6Ap1fGBq7nXyEkJGYrUmF2,spotify:track:6Ap1fGBq7nXyEkJGYrUmF2,spotify:track:6Ap1fGBq7nXyEkJGYrUmF2,https://api.spotify.com/v1/tracks/6Ap1fGBq7nXyEkJGYrUmF2,4,Miguel,Frank Quintero,Frankamente Acústico,4a8Uy8iIa0ajDIJsu6YD5I,372793,372793,False,9
En el Último Trago,José Alfredo Jimenez,Gracias (with Mariachi Vargas de Tecalitlán),6nhkBmPqfBjoJwLMVClgxH,0.5,0.322,3,-11.386,1,0.0521,0.31,0.0,0.222,0.728,84.922,6i6tTUmg1i9PDwETgb5v7J,6i6tTUmg1i9PDwETgb5v7J,spotify:track:6i6tTUmg1i9PDwETgb5v7J,spotify:track:6i6tTUmg1i9PDwETgb5v7J,https://api.spotify.com/v1/tracks/6i6tTUmg1i9PDwETgb5v7J,3,En el Último Trago,José Alfredo Jimenez,Gracias (with Mariachi Vargas de Tecalitlán),6nhkBmPqfBjoJwLMVClgxH,137120,137120,False,63
Caramelo Duro (feat. Kali Uchis),Miguel,War & Leisure,782Bl0XeXnhcezEfKvUx9O,0.624,0.726,2,-4.585,1,0.052,0.0298,0.0,0.301,0.83,99.996,51JVJ1NmI9V0Qwl0PaWd5g,51JVJ1NmI9V0Qwl0PaWd5g,spotify:track:51JVJ1NmI9V0Qwl0PaWd5g,spotify:track:51JVJ1NmI9V0Qwl0PaWd5g,https://api.spotify.com/v1/tracks/51JVJ1NmI9V0Qwl0PaWd5g,4,Caramelo Duro (feat. Kali Uchis),Miguel,War & Leisure,782Bl0XeXnhcezEfKvUx9O,213720,213720,False,14
Si tu no vuelves,Miguel Bosé,Señora Vibes,1NzcLBvqBzVmKT6Mej3uy0,0.66,0.509,6,-6.971,1,0.0294,0.356,0.0961,0.117,0.144,61.01,7tlCMrDReIH1qniYfZ7IaR,7tlCMrDReIH1qniYfZ7IaR,spotify:track:7tlCMrDReIH1qniYfZ7IaR,spotify:track:7tlCMrDReIH1qniYfZ7IaR,https://api.spotify.com/v1/tracks/7tlCMrDReIH1qniYfZ7IaR,4,Si tu no vuelves,Miguel Bosé,Señora Vibes,1NzcLBvqBzVmKT6Mej3uy0,278293,278293,False,0
A Toda Prueba,Miguel Y Miguel,Con Sabor Campirano,1uAtW2FzGXWHPUaD3Q1T0T,0.687,0.427,7,-9.062,1,0.0295,0.7,0.0,0.311,0.668,86.896,7x6gvE28Rxiw6YnFXeY9aK,7x6gvE28Rxiw6YnFXeY9aK,spotify:track:7x6gvE28Rxiw6YnFXeY9aK,spotify:track:7x6gvE28Rxiw6YnFXeY9aK,https://api.spotify.com/v1/tracks/7x6gvE28Rxiw6YnFXeY9aK,3,A Toda Prueba,Miguel Y Miguel,Con Sabor Campirano,1uAtW2FzGXWHPUaD3Q1T0T,230969,230968,False,32
Promises (feat. Lisa Shaw),Miguel Migs,Shaping Visions,0cUbdROLZptzjnVtky36vR,0.749,0.768,10,-8.626,0,0.0626,0.00839,0.011,0.106,0.712,114.977,3SEsyO9cjRE29SuzCXLH3l,3SEsyO9cjRE29SuzCXLH3l,spotify:track:3SEsyO9cjRE29SuzCXLH3l,spotify:track:3SEsyO9cjRE29SuzCXLH3l,https://api.spotify.com/v1/tracks/3SEsyO9cjRE29SuzCXLH3l,4,Promises (feat. Lisa Shaw),Miguel Migs,Shaping Visions,0cUbdROLZptzjnVtky36vR,250858,250858,False,23
Morena mía,Miguel Bosé,Amor del bueno,5YrgeOVfGCvYtdJAd9CA5c,0.586,0.672,7,-7.311,1,0.217,0.201,0.0487,0.117,0.856,79.135,3Bm2c4Y4lWx6gYJ5xqBDqO,3Bm2c4Y4lWx6gYJ5xqBDqO,spotify:track:3Bm2c4Y4lWx6gYJ5xqBDqO,spotify:track:3Bm2c4Y4lWx6gYJ5xqBDqO,https://api.spotify.com/v1/tracks/3Bm2c4Y4lWx6gYJ5xqBDqO,4,Morena mía,Miguel Bosé,Amor del bueno,5YrgeOVfGCvYtdJAd9CA5c,291440,291440,False,0
Life,Miguel Migs,Outside the Skyline,4ek2UOpTxHahHe8mTzhMcM,0.764,0.887,8,-7.864,1,0.0555,0.00856,0.23,0.101,0.393,124.008,3xNszV8kyXcKlSkSFwsmdj,3xNszV8kyXcKlSkSFwsmdj,spotify:track:3xNszV8kyXcKlSkSFwsmdj,spotify:track:3xNszV8kyXcKlSkSFwsmdj,https://api.spotify.com/v1/tracks/3xNszV8kyXcKlSkSFwsmdj,4,Life,Miguel Migs,Outside the Skyline,4ek2UOpTxHahHe8mTzhMcM,282946,282946,False,17
Amante Bandido,Miguel Bosé,Música Española de los 80,5dxcGZA7HmSp1BsLgxsMOV,0.668,0.843,2,-4.992,1,0.0334,0.0147,0.00181,0.0721,0.716,131.054,5Fchr5DUZ1SXyzogS7rdj3,5Fchr5DUZ1SXyzogS7rdj3,spotify:track:5Fchr5DUZ1SXyzogS7rdj3,spotify:track:5Fchr5DUZ1SXyzogS7rdj3,https://api.spotify.com/v1/tracks/5Fchr5DUZ1SXyzogS7rdj3,4,Amante Bandido,Miguel Bosé,Música Española de los 80,5dxcGZA7HmSp1BsLgxsMOV,261173,261173,False,3
Tener Voz No Es un Delito - En Vivo,Miguel Comando,En Vivo Desde Tijuana,0znyQX3eqNjlXZu83K6wMN,0.558,0.811,10,-5.938,1,0.205,0.334,0.0,0.191,0.768,79.932,2GEWj7F5WflopSk7k8ep1D,2GEWj7F5WflopSk7k8ep1D,spotify:track:2GEWj7F5WflopSk7k8ep1D,spotify:track:2GEWj7F5WflopSk7k8ep1D,https://api.spotify.com/v1/tracks/2GEWj7F5WflopSk7k8ep1D,4,Tener Voz No Es un Delito - En Vivo,Miguel Comando,En Vivo Desde Tijuana,0znyQX3eqNjlXZu83K6wMN,237000,237000,True,20
Morena mía,Miguel Bosé,Señora Vibes,1NzcLBvqBzVmKT6Mej3uy0,0.586,0.672,7,-7.311,1,0.217,0.201,0.0487,0.117,0.856,79.135,3Yk5RenLgqdAbbaFnyPCaA,3Yk5RenLgqdAbbaFnyPCaA,spotify:track:3Yk5RenLgqdAbbaFnyPCaA,spotify:track:3Yk5RenLgqdAbbaFnyPCaA,https://api.spotify.com/v1/tracks/3Yk5RenLgqdAbbaFnyPCaA,4,Morena mía,Miguel Bosé,Señora Vibes,1NzcLBvqBzVmKT6Mej3uy0,291440,291440,False,0
Mucho Daño (En Vivo),Miguel H Perez,Much Daño <3,0pdvXeg99d7dzKW5BfoDrX,0.55,0.738,10,-5.544,1,0.0765,0.556,0.0283,0.0889,0.657,109.951,4lWEpYaeLPgMxFZNVsh4O2,4lWEpYaeLPgMxFZNVsh4O2,spotify:track:4lWEpYaeLPgMxFZNVsh4O2,spotify:track:4lWEpYaeLPgMxFZNVsh4O2,https://api.spotify.com/v1/tracks/4lWEpYaeLPgMxFZNVsh4O2,1,Mucho Daño (En Vivo),Miguel H Perez,Much Daño <3,0pdvXeg99d7dzKW5BfoDrX,228854,228854,False,3
Si tu no vuelves,Miguel Bosé,Música Plancha,5SFBgxYiyR75Pk9ap3U9l1,0.66,0.509,6,-6.971,1,0.0294,0.356,0.0961,0.117,0.144,61.01,1IIIuhAGuStL0HtCWEiP7f,1IIIuhAGuStL0HtCWEiP7f,spotify:track:1IIIuhAGuStL0HtCWEiP7f,spotify:track:1IIIuhAGuStL0HtCWEiP7f,https://api.spotify.com/v1/tracks/1IIIuhAGuStL0HtCWEiP7f,4,Si tu no vuelves,Miguel Bosé,Música Plancha,5SFBgxYiyR75Pk9ap3U9l1,278293,278293,False,0
Mientras Te Amo,Miguel Gallardo,Corazón Viajero,169she38hKx3uGTL2cTUZk,0.63,0.668,7,-13.027,0,0.053,0.364,0.00658,0.102,0.557,99.051,2jr15oIbOIulghtPXbXbC7,2jr15oIbOIulghtPXbXbC7,spotify:track:2jr15oIbOIulghtPXbXbC7,spotify:track:2jr15oIbOIulghtPXbXbC7,https://api.spotify.com/v1/tracks/2jr15oIbOIulghtPXbXbC7,4,Mientras Te Amo,Miguel Gallardo,Corazón Viajero,169she38hKx3uGTL2cTUZk,202800,202800,False,33
Olhei para o Céu,Miguel,Olhei para o Céu,7BXKYRZR86YnUxxXT8UQET,0.847,0.143,10,-18.853,1,0.113,0.684,0.000531,0.167,0.358,117.95,3fEX9OIuASzeuEWPNaJBQp,3fEX9OIuASzeuEWPNaJBQp,spotify:track:3fEX9OIuASzeuEWPNaJBQp,spotify:track:3fEX9OIuASzeuEWPNaJBQp,https://api.spotify.com/v1/tracks/3fEX9OIuASzeuEWPNaJBQp,4,Olhei para o Céu,Miguel,Olhei para o Céu,7BXKYRZR86YnUxxXT8UQET,162508,162507,True,11
Morena mía,Miguel Bosé,Día de la Mujer,6CH6G8jMBkz2BXafeS4UiJ,0.586,0.672,7,-7.311,1,0.217,0.201,0.0487,0.117,0.856,79.135,1EIZUDmSrpl96Rk7fgeZbs,1EIZUDmSrpl96Rk7fgeZbs,spotify:track:1EIZUDmSrpl96Rk7fgeZbs,spotify:track:1EIZUDmSrpl96Rk7fgeZbs,https://api.spotify.com/v1/tracks/1EIZUDmSrpl96Rk7fgeZbs,4,Morena mía,Miguel Bosé,Día de la Mujer,6CH6G8jMBkz2BXafeS4UiJ,291440,291440,False,0
Miguel,Gordon Lightfoot,Summer Side of Life,4vrkh5jKpCrBlBEVzvrFp4,0.561,0.4,2,-13.287,1,0.0287,0.859,0.000277,0.108,0.503,154.695,6Cv5UOjEH2uePtHPZw6owm,6Cv5UOjEH2uePtHPZw6owm,spotify:track:6Cv5UOjEH2uePtHPZw6owm,spotify:track:6Cv5UOjEH2uePtHPZw6owm,https://api.spotify.com/v1/tracks/6Cv5UOjEH2uePtHPZw6owm,4,Miguel,Gordon Lightfoot,Summer Side of Life,4vrkh5jKpCrBlBEVzvrFp4,252867,252866,False,17
Adorn,Miguel,Coffeehouse Classics Vol. 1,2kcUXoH9BvKlt1eEsQkRR6,0.619,0.585,11,-5.139,0,0.178,0.0727,2.69e-05,0.132,0.22,179.084,3keadV0TaDl11fvBUCnGTK,3keadV0TaDl11fvBUCnGTK,spotify:track:3keadV0TaDl11fvBUCnGTK,spotify:track:3keadV0TaDl11fvBUCnGTK,https://api.spotify.com/v1/tracks/3keadV0TaDl11fvBUCnGTK,4,Adorn,Miguel,Coffeehouse Classics Vol. 1,2kcUXoH9BvKlt1eEsQkRR6,195520,195520,False,15
Morena mía,Miguel Bosé,Señora Cool,1mrX7tw5gaLBFkHauaCGgS,0.586,0.672,7,-7.311,1,0.217,0.201,0.0487,0.117,0.856,79.135,568Pi409lYQuGxN7MdnhUd,568Pi409lYQuGxN7MdnhUd,spotify:track:568Pi409lYQuGxN7MdnhUd,spotify:track:568Pi409lYQuGxN7MdnhUd,https://api.spotify.com/v1/tracks/568Pi409lYQuGxN7MdnhUd,4,Morena mía,Miguel Bosé,Señora Cool,1mrX7tw5gaLBFkHauaCGgS,291440,291440,False,0
Obsesión,Miguel Mateos,Obsesion,2CqE2NP2CCD8utxmXNTb05,0.62,0.743,7,-7.501,1,0.0338,0.00771,3.63e-05,0.152,0.853,126.979,2Die7iC9WPpe37GP0f98fw,2Die7iC9WPpe37GP0f98fw,spotify:track:2Die7iC9WPpe37GP0f98fw,spotify:track:2Die7iC9WPpe37GP0f98fw,https://api.spotify.com/v1/tracks/2Die7iC9WPpe37GP0f98fw,4,Obsesión,Miguel Mateos,Obsesion,2CqE2NP2CCD8utxmXNTb05,246627,246626,False,31
Don Diablo,Miguel Bosé,Pop En Español Para Bailar (Streaming only),7yG19OSg6GsxUnfa9ZyuYq,0.697,0.942,10,-4.939,1,0.114,0.0613,0.0,0.303,0.921,108.328,4rDLLh0eSAHfre5OX1cchy,4rDLLh0eSAHfre5OX1cchy,spotify:track:4rDLLh0eSAHfre5OX1cchy,spotify:track:4rDLLh0eSAHfre5OX1cchy,https://api.spotify.com/v1/tracks/4rDLLh0eSAHfre5OX1cchy,4,Don Diablo,Miguel Bosé,Pop En Español Para Bailar (Streaming only),7yG19OSg6GsxUnfa9ZyuYq,224187,224186,False,4
Think It Over,Miguel Migs,Colorful You,2TldiLbnMUyFaRqwTIwA7L,0.78,0.756,2,-7.572,0,0.0446,0.0152,0.112,0.0934,0.948,126.013,7GIAcKuDaaCOVZ5SaePmlN,7GIAcKuDaaCOVZ5SaePmlN,spotify:track:7GIAcKuDaaCOVZ5SaePmlN,spotify:track:7GIAcKuDaaCOVZ5SaePmlN,https://api.spotify.com/v1/tracks/7GIAcKuDaaCOVZ5SaePmlN,4,Think It Over,Miguel Migs,Colorful You,2TldiLbnMUyFaRqwTIwA7L,294960,294960,False,20
Suave,Luis Miguel,Aries,6UFAOiLDzOOt75eJhrhFNC,0.61,0.677,4,-9.813,0,0.0325,0.0614,0.0,0.232,0.444,103.946,4p7XH4NhQ25iGYrrbg93gt,4p7XH4NhQ25iGYrrbg93gt,spotify:track:4p7XH4NhQ25iGYrrbg93gt,spotify:track:4p7XH4NhQ25iGYrrbg93gt,https://api.spotify.com/v1/tracks/4p7XH4NhQ25iGYrrbg93gt,4,Suave,Luis Miguel,Aries,6UFAOiLDzOOt75eJhrhFNC,289600,289600,False,68
Miguel,Gordon Lightfoot,The Complete Albums 1970-1998,5V6BCRgsfHxllQuAe7Z5LI,0.561,0.4,2,-13.287,1,0.0287,0.859,0.000277,0.108,0.503,154.695,1uJ5tabNKdRAKuqkwSMPbY,1uJ5tabNKdRAKuqkwSMPbY,spotify:track:1uJ5tabNKdRAKuqkwSMPbY,spotify:track:1uJ5tabNKdRAKuqkwSMPbY,https://api.spotify.com/v1/tracks/1uJ5tabNKdRAKuqkwSMPbY,4,Miguel,Gordon Lightfoot,The Complete Albums 1970-1998,5V6BCRgsfHxllQuAe7Z5LI,252867,252866,False,10
Anointed,Miguel,War & Leisure,782Bl0XeXnhcezEfKvUx9O,0.554,0.56,4,-4.824,0,0.0415,0.142,0.0,0.103,0.0787,131.205,1Bphc12hxrLj0D5oBtGR2Z,1Bphc12hxrLj0D5oBtGR2Z,spotify:track:1Bphc12hxrLj0D5oBtGR2Z,spotify:track:1Bphc12hxrLj0D5oBtGR2Z,https://api.spotify.com/v1/tracks/1Bphc12hxrLj0D5oBtGR2Z,4,Anointed,Miguel,War & Leisure,782Bl0XeXnhcezEfKvUx9O,233707,233706,False,5
I Found You / Nilda’s Story (with Calvin Harris & Miguel),benny blanco,I Found You / Nilda’s Story (with Calvin Harris & Miguel),1LQCzEUoXIGLH9qLfsV7Ur,0.337,0.241,6,-9.849,1,0.0527,0.94,0.0112,0.131,0.181,81.916,3eVuglKxN2sjoIGHAsFAge,3eVuglKxN2sjoIGHAsFAge,spotify:track:3eVuglKxN2sjoIGHAsFAge,spotify:track:3eVuglKxN2sjoIGHAsFAge,https://api.spotify.com/v1/tracks/3eVuglKxN2sjoIGHAsFAge,5,I Found You / Nilda’s Story (with Calvin Harris & Miguel),benny blanco,I Found You / Nilda’s Story (with Calvin Harris & Miguel),1LQCzEUoXIGLH9qLfsV7Ur,191465,191465,False,50
Miguel,Leyenda Urbana,Miguel,3232x5RjOmjff6MSG3qd9a,0.551,0.92,1,-5.173,0,0.0296,0.00627,6.03e-05,0.0659,0.693,135.956,6WMhaOg2bTyU9vabnZJmlh,6WMhaOg2bTyU9vabnZJmlh,spotify:track:6WMhaOg2bTyU9vabnZJmlh,spotify:track:6WMhaOg2bTyU9vabnZJmlh,https://api.spotify.com/v1/tracks/6WMhaOg2bTyU9vabnZJmlh,4,Miguel,Leyenda Urbana,Miguel,3232x5RjOmjff6MSG3qd9a,255225,255225,False,14
Mood Lights (feat. Stephen James),Miguel Migs,Shaping Visions,0cUbdROLZptzjnVtky36vR,0.504,0.714,5,-10.431,0,0.0765,0.0159,0.00141,0.111,0.649,120.033,2lqiXMyAfsEG2VNokf8TxL,2lqiXMyAfsEG2VNokf8TxL,spotify:track:2lqiXMyAfsEG2VNokf8TxL,spotify:track:2lqiXMyAfsEG2VNokf8TxL,https://api.spotify.com/v1/tracks/2lqiXMyAfsEG2VNokf8TxL,4,Mood Lights (feat. Stephen James),Miguel Migs,Shaping Visions,0cUbdROLZptzjnVtky36vR,274000,274000,False,15
No Me Platiques Más,Luis Miguel,Romance,4MjzdTkEmTwPAlVwDSSivP,0.488,0.61,0,-7.646,0,0.0289,0.382,3.24e-05,0.14,0.237,78.634,1kS5xIvvytkr5Ut1JkQ9SM,1kS5xIvvytkr5Ut1JkQ9SM,spotify:track:1kS5xIvvytkr5Ut1JkQ9SM,spotify:track:1kS5xIvvytkr5Ut1JkQ9SM,https://api.spotify.com/v1/tracks/1kS5xIvvytkr5Ut1JkQ9SM,4,No Me Platiques Más,Luis Miguel,Romance,4MjzdTkEmTwPAlVwDSSivP,211440,211440,False,65
About Candles In The Sun - Commentary,Miguel,Kaleidoscope Dream - Track by Track Commentary,6VcyVQu3YmkzIWvxHVyCCB,0.533,0.661,5,-18.665,1,0.853,0.898,0.0,0.488,0.0618,97.12,2hvp8HTLmdK7b7yljQlJQO,2hvp8HTLmdK7b7yljQlJQO,spotify:track:2hvp8HTLmdK7b7yljQlJQO,spotify:track:2hvp8HTLmdK7b7yljQlJQO,https://api.spotify.com/v1/tracks/2hvp8HTLmdK7b7yljQlJQO,4,About Candles In The Sun - Commentary,Miguel,Kaleidoscope Dream - Track by Track Commentary,6VcyVQu3YmkzIWvxHVyCCB,196267,196266,True,8
waves (feat. Kacey Musgraves) - Remix,Miguel,Rogue Waves,4sJXyIfwduIWFISb4iCq2f,0.79,0.599,10,-7.574,0,0.0301,0.477,4.26e-06,0.344,0.464,105.997,0JhyMqi5ihsk5neC8DMbbz,0JhyMqi5ihsk5neC8DMbbz,spotify:track:0JhyMqi5ihsk5neC8DMbbz,spotify:track:0JhyMqi5ihsk5neC8DMbbz,https://api.spotify.com/v1/tracks/0JhyMqi5ihsk5neC8DMbbz,4,waves (feat. Kacey Musgraves) - Remix,Miguel,Rogue Waves,4sJXyIfwduIWFISb4iCq2f,246294,246293,False,50
Miguel,Jacob Steele,Miguel,23W5rfl6svA3hlO8AfO2Uu,0.591,0.588,10,-8.905,1,0.031,0.0146,0.478,0.096,0.154,139.954,3mNjHLc19KtxzYCY7SNKaR,3mNjHLc19KtxzYCY7SNKaR,spotify:track:3mNjHLc19KtxzYCY7SNKaR,spotify:track:3mNjHLc19KtxzYCY7SNKaR,https://api.spotify.com/v1/tracks/3mNjHLc19KtxzYCY7SNKaR,4,Miguel,Jacob Steele,Miguel,23W5rfl6svA3hlO8AfO2Uu,186857,186857,False,7
...goingtohell,Miguel,Wildheart,19Ybi41VIHr3mTjt62I1jG,0.589,0.772,2,-6.303,0,0.0325,0.0185,0.189,0.337,0.348,129.966,2imQirtTqpy3kUaGf3U6T1,2imQirtTqpy3kUaGf3U6T1,spotify:track:2imQirtTqpy3kUaGf3U6T1,spotify:track:2imQirtTqpy3kUaGf3U6T1,https://api.spotify.com/v1/tracks/2imQirtTqpy3kUaGf3U6T1,4,...goingtohell,Miguel,Wildheart,19Ybi41VIHr3mTjt62I1jG,244013,244013,False,5
Before I Go,Miguel Migs,Shaping Visions,0cUbdROLZptzjnVtky36vR,0.813,0.756,7,-9.257,0,0.0341,0.0232,0.159,0.0946,0.874,99.985,5a88iU19ZE3ClyoIXXfDPv,5a88iU19ZE3ClyoIXXfDPv,spotify:track:5a88iU19ZE3ClyoIXXfDPv,spotify:track:5a88iU19ZE3ClyoIXXfDPv,https://api.spotify.com/v1/tracks/5a88iU19ZE3ClyoIXXfDPv,4,Before I Go,Miguel Migs,Shaping Visions,0cUbdROLZptzjnVtky36vR,213161,213160,False,14
Flashbacks (feat. Miguel & St. Beauty),Deante' Hitchcock,BETTER,4CIhgtHyTy4FPY5XzILrfV,0.585,0.555,8,-5.589,0,0.337,0.807,1.31e-05,0.0913,0.507,87.979,2IQjNT6EXEEJhR3x5KnlOU,2IQjNT6EXEEJhR3x5KnlOU,spotify:track:2IQjNT6EXEEJhR3x5KnlOU,spotify:track:2IQjNT6EXEEJhR3x5KnlOU,https://api.spotify.com/v1/tracks/2IQjNT6EXEEJhR3x5KnlOU,4,Flashbacks (feat. Miguel & St. Beauty),Deante' Hitchcock,BETTER,4CIhgtHyTy4FPY5XzILrfV,242800,242800,True,45
Miguel,TangBadVoice,Miguel,2po2Ex0XwMbsU30cLNLtKe,0.705,0.712,2,-8.96,1,0.183,0.389,0.00349,0.195,0.568,79.985,3KpqWKuTvopJAztl9oFY9U,3KpqWKuTvopJAztl9oFY9U,spotify:track:3KpqWKuTvopJAztl9oFY9U,spotify:track:3KpqWKuTvopJAztl9oFY9U,https://api.spotify.com/v1/tracks/3KpqWKuTvopJAztl9oFY9U,4,Miguel,TangBadVoice,Miguel,2po2Ex0XwMbsU30cLNLtKe,208500,208500,False,26
El Patrón,Miguel Gonzalez,El Patrón,3SJsWePWCuIW00zA3GyKLM,0.756,0.513,4,-6.072,0,0.0329,0.821,0.0,0.135,0.849,114.903,67KtZQSg9IFYw5j28ERmg8,67KtZQSg9IFYw5j28ERmg8,spotify:track:67KtZQSg9IFYw5j28ERmg8,spotify:track:67KtZQSg9IFYw5j28ERmg8,https://api.spotify.com/v1/tracks/67KtZQSg9IFYw5j28ERmg8,3,El Patrón,Miguel Gonzalez,El Patrón,3SJsWePWCuIW00zA3GyKLM,162052,162052,False,14
Polyghost,Bonobo,Fragments,4KjbNbnTnJ97kZgQkOHr6v,0.298,0.228,3,-19.981,0,0.0367,0.927,0.847,0.11,0.0839,127.917,0JL9dXZ2tjMabWjVjeutKH,0JL9dXZ2tjMabWjVjeutKH,spotify:track:0JL9dXZ2tjMabWjVjeutKH,spotify:track:0JL9dXZ2tjMabWjVjeutKH,https://api.spotify.com/v1/tracks/0JL9dXZ2tjMabWjVjeutKH,4,Polyghost,Bonobo,Fragments,4KjbNbnTnJ97kZgQkOHr6v,108800,108800,False,60
Miguel,Son Miserables,Son Miserables,7A6DbtLoTu1tV917CxPyHt,0.471,0.183,2,-13.216,1,0.0332,0.738,8.44e-06,0.121,0.376,79.509,2NjqVIXovjRzXbV615JNCc,2NjqVIXovjRzXbV615JNCc,spotify:track:2NjqVIXovjRzXbV615JNCc,spotify:track:2NjqVIXovjRzXbV615JNCc,https://api.spotify.com/v1/tracks/2NjqVIXovjRzXbV615JNCc,3,Miguel,Son Miserables,Son Miserables,7A6DbtLoTu1tV917CxPyHt,269373,269373,False,10
Amigo Cantinero,Miguel y Alejandro,Amigo Cantinero,3vSjKsWbhFMnXLAK7xavWY,0.508,0.429,2,-4.863,1,0.0395,0.227,0.00173,0.174,0.596,166.02,3j2duAQf6iqKMvN0W6l4MU,3j2duAQf6iqKMvN0W6l4MU,spotify:track:3j2duAQf6iqKMvN0W6l4MU,spotify:track:3j2duAQf6iqKMvN0W6l4MU,https://api.spotify.com/v1/tracks/3j2duAQf6iqKMvN0W6l4MU,3,Amigo Cantinero,Miguel y Alejandro,Amigo Cantinero,3vSjKsWbhFMnXLAK7xavWY,213081,213080,False,12
