song,artist,album_name,album_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,id,uri,uri,track_href,time_signature,song,artist,album_name,album_id,duration_ms,duration_ms,explicit,popularity
Don't Forget My Love - slowed + reverb,Diplo,Don't Forget My Love (Remixes),030hyEzr5UUs7mgadoQjrL,0.632,0.827,0,-8.445,1,0.0412,0.0544,0.00891,0.218,0.279,107.813,20RrYlzZUz5B90CBXavUty,20RrYlzZUz5B90CBXavUty,spotify:track:20RrYlzZUz5B90CBXavUty,spotify:track:20RrYlzZUz5B90CBXavUty,https://api.spotify.com/v1/tracks/20RrYlzZUz5B90CBXavUty,4,Don't Forget My Love - slowed + reverb,Diplo,Don't Forget My Love (Remixes),030hyEzr5UUs7mgadoQjrL,223472,223472,False,42
Cuatro Cartas,Miguel Y Miguel,Cartitas De Amor,1TM4yVh5GUinaMBvrirW2r,0.82,0.489,8,-7.598,1,0.0425,0.601,0.0,0.138,0.924,114.481,09TFOAVjDaMAMW8BaX0QO3,09TFOAVjDaMAMW8BaX0QO3,spotify:track:09TFOAVjDaMAMW8BaX0QO3,spotify:track:09TFOAVjDaMAMW8BaX0QO3,https://api.spotify.com/v1/tracks/09TFOAVjDaMAMW8BaX0QO3,4,Cuatro Cartas,Miguel Y Miguel,Cartitas De Amor,1TM4yVh5GUinaMBvrirW2r,129373,129373,False,39
The Ballad of SSGT Miguel Angulo,O The Architect,The Ballad of SSGT Miguel Angulo,68hdKxPUB78u8kWf1bhjQb,0.689,0.696,0,-8.347,1,0.159,0.114,0.0,0.199,0.697,143.946,39fi5JyKIYegWrxjFw01Su,39fi5JyKIYegWrxjFw01Su,spotify:track:39fi5JyKIYegWrxjFw01Su,spotify:track:39fi5JyKIYegWrxjFw01Su,https://api.spotify.com/v1/tracks/39fi5JyKIYegWrxjFw01Su,4,The Ballad of SSGT Miguel Angulo,O The Architect,The Ballad of SSGT Miguel Angulo,68hdKxPUB78u8kWf1bhjQb,143423,143423,True,28
Where's the Fun in Forever,Miguel,Kaleidoscope Dream,21XMv0TCsnhWPt7MNVvkzD,0.691,0.758,2,-5.661,1,0.0972,0.00367,0.00629,0.631,0.658,79.016,1qDe5CRWjbSqnYLwWbr8pC,1qDe5CRWjbSqnYLwWbr8pC,spotify:track:1qDe5CRWjbSqnYLwWbr8pC,spotify:track:1qDe5CRWjbSqnYLwWbr8pC,https://api.spotify.com/v1/tracks/1qDe5CRWjbSqnYLwWbr8pC,4,Where's the Fun in Forever,Miguel,Kaleidoscope Dream,21XMv0TCsnhWPt7MNVvkzD,209867,209866,False,34
A Cada Rato,Miguel Y Miguel,A Cada Rato,7McGeacv0V0HmVwFXcS7qr,0.806,0.611,9,-5.333,1,0.0434,0.157,4.04e-05,0.232,0.789,97.434,7Aw002cPXTIJTuTTCBaC0G,7Aw002cPXTIJTuTTCBaC0G,spotify:track:7Aw002cPXTIJTuTTCBaC0G,spotify:track:7Aw002cPXTIJTuTTCBaC0G,https://api.spotify.com/v1/tracks/7Aw002cPXTIJTuTTCBaC0G,3,A Cada Rato,Miguel Y Miguel,A Cada Rato,7McGeacv0V0HmVwFXcS7qr,157075,157075,False,40
Sure Thing - Spotify Sessions,Miguel,Spotify Sessions London,3RpDqtToIqvKnD6iQe9WT4,0.613,0.47,5,-4.547,0,0.101,0.6,0.0,0.796,0.413,138.134,7uDPmBmZ2Tv3SfeqLyJ12Q,7uDPmBmZ2Tv3SfeqLyJ12Q,spotify:track:7uDPmBmZ2Tv3SfeqLyJ12Q,spotify:track:7uDPmBmZ2Tv3SfeqLyJ12Q,https://api.spotify.com/v1/tracks/7uDPmBmZ2Tv3SfeqLyJ12Q,4,Sure Thing - Spotify Sessions,Miguel,Spotify Sessions London,3RpDqtToIqvKnD6iQe9WT4,192187,192186,False,41
Se Te Parte El Alma,Miguel Y Miguel,30 Aniversario De Don Miguel Angulo (Vol. 1),3iEu46MqpFlCcSBGO410nu,0.69,0.595,9,-7.705,1,0.0297,0.262,1.22e-05,0.206,0.688,93.286,6FX1hxjdmuLR4xYalLhZkZ,6FX1hxjdmuLR4xYalLhZkZ,spotify:track:6FX1hxjdmuLR4xYalLhZkZ,spotify:track:6FX1hxjdmuLR4xYalLhZkZ,https://api.spotify.com/v1/tracks/6FX1hxjdmuLR4xYalLhZkZ,3,Se Te Parte El Alma,Miguel Y Miguel,30 Aniversario De Don Miguel Angulo (Vol. 1),3iEu46MqpFlCcSBGO410nu,185840,185840,False,39
Medley (Yo Que No Vivo Sin Ti / Culpable O No / Más Allá De Todo / Fría Como El Viento / Entrégate /Tengo Todo Excepto A Ti / La Incondicional) - En Vivo,Luis Miguel,El Concierto,6efyUFJcUK18KRFTMoxNSI,0.316,0.718,5,-7.477,1,0.0385,0.429,1.75e-05,0.955,0.258,149.783,2VbKzmGzbd2qjO0xw3WhKq,2VbKzmGzbd2qjO0xw3WhKq,spotify:track:2VbKzmGzbd2qjO0xw3WhKq,spotify:track:2VbKzmGzbd2qjO0xw3WhKq,https://api.spotify.com/v1/tracks/2VbKzmGzbd2qjO0xw3WhKq,4,Medley (Yo Que No Vivo Sin Ti / Culpable O No / Más Allá De Todo / Fría Como El Viento / Entrégate /Tengo Todo Excepto A Ti / La Incondicional) - En Vivo,Luis Miguel,El Concierto,6efyUFJcUK18KRFTMoxNSI,992440,992440,False,56
Así Como Hoy,Amanda Miguel,5 Días,1dUPKKPlHL8ahGC0ZztJsT,0.637,0.412,5,-8.279,1,0.0294,0.618,0.0,0.0798,0.32,134.402,6EYP9tf0c261shAYPTltw2,6EYP9tf0c261shAYPTltw2,spotify:track:6EYP9tf0c261shAYPTltw2,spotify:track:6EYP9tf0c261shAYPTltw2,https://api.spotify.com/v1/tracks/6EYP9tf0c261shAYPTltw2,4,Así Como Hoy,Amanda Miguel,5 Días,1dUPKKPlHL8ahGC0ZztJsT,287920,287920,False,48
Decidete,Luis Miguel,El Idolo De Mexico,28KtwGLD5soKpzJyP1tGUo,0.614,0.904,9,-4.811,1,0.0375,0.63,0.0,0.336,0.772,135.606,67I8R8DvtOrPgKrsOqYnV9,67I8R8DvtOrPgKrsOqYnV9,spotify:track:67I8R8DvtOrPgKrsOqYnV9,spotify:track:67I8R8DvtOrPgKrsOqYnV9,https://api.spotify.com/v1/tracks/67I8R8DvtOrPgKrsOqYnV9,4,Decidete,Luis Miguel,El Idolo De Mexico,28KtwGLD5soKpzJyP1tGUo,183223,183223,False,36
La cama de piedra,Miguel Aceves Mejia,35 Exitos,4LprcUZtNvYJZTSdX2Dhim,0.461,0.471,5,-6.019,1,0.0318,0.736,1.27e-05,0.188,0.75,60.516,21dyD7LnH9NNRha9v0rjGL,21dyD7LnH9NNRha9v0rjGL,spotify:track:21dyD7LnH9NNRha9v0rjGL,spotify:track:21dyD7LnH9NNRha9v0rjGL,https://api.spotify.com/v1/tracks/21dyD7LnH9NNRha9v0rjGL,3,La cama de piedra,Miguel Aceves Mejia,35 Exitos,4LprcUZtNvYJZTSdX2Dhim,125907,125906,False,45
Power Trip (feat. Miguel),J. Cole,Born Sinner,6FhFyGMPDbGjXXxXukKcnq,0.667,0.608,1,-7.054,1,0.216,0.324,0.000198,0.426,0.475,99.992,1dusRV8Md0xdkI3l0M7OyT,1dusRV8Md0xdkI3l0M7OyT,spotify:track:1dusRV8Md0xdkI3l0M7OyT,spotify:track:1dusRV8Md0xdkI3l0M7OyT,https://api.spotify.com/v1/tracks/1dusRV8Md0xdkI3l0M7OyT,4,Power Trip (feat. Miguel),J. Cole,Born Sinner,6FhFyGMPDbGjXXxXukKcnq,241160,241160,True,30
The Girl with the Tattoo - Miguel Cover,JAEL,Time,3qto2k22Wtb9J4XsbhnliS,0.664,0.427,7,-11.361,0,0.0935,0.131,0.000262,0.361,0.135,119.925,4digWzPIO4KjqzaPMivlVT,4digWzPIO4KjqzaPMivlVT,spotify:track:4digWzPIO4KjqzaPMivlVT,spotify:track:4digWzPIO4KjqzaPMivlVT,https://api.spotify.com/v1/tracks/4digWzPIO4KjqzaPMivlVT,4,The Girl with the Tattoo - Miguel Cover,JAEL,Time,3qto2k22Wtb9J4XsbhnliS,209322,209321,False,33
Stay Woke (feat. Miguel),Meek Mill,Legends of the Summer,10VeHPWU3210DSCq0uQ9uN,0.461,0.694,1,-6.636,1,0.158,0.047,0.0,0.0938,0.117,94.216,0qI4TYcBno4YBhjuH3HV0A,0qI4TYcBno4YBhjuH3HV0A,spotify:track:0qI4TYcBno4YBhjuH3HV0A,spotify:track:0qI4TYcBno4YBhjuH3HV0A,https://api.spotify.com/v1/tracks/0qI4TYcBno4YBhjuH3HV0A,4,Stay Woke (feat. Miguel),Meek Mill,Legends of the Summer,10VeHPWU3210DSCq0uQ9uN,212501,212500,True,31
Elma Maria,Maffio,Elma Maria,1uCTg0kVU6LzfFeBjK7CR7,0.901,0.763,11,-3.748,0,0.112,0.385,8.6e-05,0.31,0.761,112.003,2X0ZB9z924BusDXia6yYiw,2X0ZB9z924BusDXia6yYiw,spotify:track:2X0ZB9z924BusDXia6yYiw,spotify:track:2X0ZB9z924BusDXia6yYiw,https://api.spotify.com/v1/tracks/2X0ZB9z924BusDXia6yYiw,4,Elma Maria,Maffio,Elma Maria,1uCTg0kVU6LzfFeBjK7CR7,196693,196693,False,47
Luz De Luna,Luis Miguel,Mexico en la Piel (edicion diamante),41VfVz6sKvbm1yCbqAlwfM,0.569,0.534,0,-5.502,0,0.0283,0.585,0.0,0.353,0.595,107.635,5MALTxghQ66hGWdl1lsGmB,5MALTxghQ66hGWdl1lsGmB,spotify:track:5MALTxghQ66hGWdl1lsGmB,spotify:track:5MALTxghQ66hGWdl1lsGmB,https://api.spotify.com/v1/tracks/5MALTxghQ66hGWdl1lsGmB,3,Luz De Luna,Luis Miguel,Mexico en la Piel (edicion diamante),41VfVz6sKvbm1yCbqAlwfM,174720,174720,False,48
Noche De Ronda,Luis Miguel,Romances,5bCqJHjSlxroHQdR8i8Qvo,0.263,0.365,0,-8.891,1,0.0301,0.198,0.0,0.227,0.134,84.124,7c3Qsn4lCTdVKiuxItqC03,7c3Qsn4lCTdVKiuxItqC03,spotify:track:7c3Qsn4lCTdVKiuxItqC03,spotify:track:7c3Qsn4lCTdVKiuxItqC03,https://api.spotify.com/v1/tracks/7c3Qsn4lCTdVKiuxItqC03,4,Noche De Ronda,Luis Miguel,Romances,5bCqJHjSlxroHQdR8i8Qvo,260600,260600,False,33
leaves,Miguel,Wildheart (Deluxe Version),6W8ZsoinSMViZMh9aYK7gQ,0.579,0.457,4,-4.985,1,0.0286,0.753,0.0,0.116,0.32,127.02,4yPnPn9UENvl7KntadUiKS,4yPnPn9UENvl7KntadUiKS,spotify:track:4yPnPn9UENvl7KntadUiKS,spotify:track:4yPnPn9UENvl7KntadUiKS,https://api.spotify.com/v1/tracks/4yPnPn9UENvl7KntadUiKS,4,leaves,Miguel,Wildheart (Deluxe Version),6W8ZsoinSMViZMh9aYK7gQ,202560,202560,False,36
Sólo Tú (Only You),Luis Miguel,Soy Como Quiero Ser,2dJCC5WZDKqQbXmUJeLe9Z,0.55,0.614,11,-9.347,1,0.0276,0.208,1.27e-05,0.185,0.596,103.041,6Jiom35dhAYX6ohfwJkQEr,6Jiom35dhAYX6ohfwJkQEr,spotify:track:6Jiom35dhAYX6ohfwJkQEr,spotify:track:6Jiom35dhAYX6ohfwJkQEr,https://api.spotify.com/v1/tracks/6Jiom35dhAYX6ohfwJkQEr,4,Sólo Tú (Only You),Luis Miguel,Soy Como Quiero Ser,2dJCC5WZDKqQbXmUJeLe9Z,200293,200293,False,54
All I Want Is You (feat. J. Cole),Miguel,All I Want Is You (feat. J. Cole),3C5zCoyQc3f2jYl4Jyyd5M,0.786,0.582,10,-5.946,0,0.0342,0.0767,4.01e-05,0.114,0.934,96.911,5hABmqLQ49RNtErlQYZJtI,5hABmqLQ49RNtErlQYZJtI,spotify:track:5hABmqLQ49RNtErlQYZJtI,spotify:track:5hABmqLQ49RNtErlQYZJtI,https://api.spotify.com/v1/tracks/5hABmqLQ49RNtErlQYZJtI,4,All I Want Is You (feat. J. Cole),Miguel,All I Want Is You (feat. J. Cole),3C5zCoyQc3f2jYl4Jyyd5M,298333,298333,False,34
Sky Walker - Recorded at Spotify Studios NYC,Miguel,Spotify Singles,3fUHDbd0oujqAerhHZjdsj,0.671,0.606,6,-7.689,1,0.0488,0.0196,0.000537,0.121,0.125,145.758,4oqJfELaUGTTAhpYP2HQGM,4oqJfELaUGTTAhpYP2HQGM,spotify:track:4oqJfELaUGTTAhpYP2HQGM,spotify:track:4oqJfELaUGTTAhpYP2HQGM,https://api.spotify.com/v1/tracks/4oqJfELaUGTTAhpYP2HQGM,4,Sky Walker - Recorded at Spotify Studios NYC,Miguel,Spotify Singles,3fUHDbd0oujqAerhHZjdsj,184227,184226,False,37
Bennie And The Jets,Miguel,Goodbye Yellow Brick Road (40th Anniversary Celebration / Super Deluxe),5u5AXYtYIxnIs4S7K3xHAN,0.62,0.744,0,-5.781,1,0.0417,0.0126,0.0,0.303,0.26,129.953,2bWxFEmiQGGBAyBvhuv4ty,2bWxFEmiQGGBAyBvhuv4ty,spotify:track:2bWxFEmiQGGBAyBvhuv4ty,spotify:track:2bWxFEmiQGGBAyBvhuv4ty,https://api.spotify.com/v1/tracks/2bWxFEmiQGGBAyBvhuv4ty,4,Bennie And The Jets,Miguel,Goodbye Yellow Brick Road (40th Anniversary Celebration / Super Deluxe),5u5AXYtYIxnIs4S7K3xHAN,310067,310066,False,35
La Vida Prestada,Miguel Y Miguel,30 Aniversario De Don Miguel Angulo (Vol. 1),3iEu46MqpFlCcSBGO410nu,0.515,0.515,9,-6.464,1,0.0371,0.244,1.39e-06,0.0837,0.592,179.768,6ThblMjWZouUqzwgs3fEGk,6ThblMjWZouUqzwgs3fEGk,spotify:track:6ThblMjWZouUqzwgs3fEGk,spotify:track:6ThblMjWZouUqzwgs3fEGk,https://api.spotify.com/v1/tracks/6ThblMjWZouUqzwgs3fEGk,3,La Vida Prestada,Miguel Y Miguel,30 Aniversario De Don Miguel Angulo (Vol. 1),3iEu46MqpFlCcSBGO410nu,201040,201040,False,39
A Mi Miguel Alemán,Tropical Del Bravo,La Trampa,1YWNqPrB0cjBvkBoO8iOJO,0.78,0.904,3,-6.425,1,0.0351,0.174,0.0,0.0259,0.973,100.878,6qBPm2s447VzLkbivDQqxe,6qBPm2s447VzLkbivDQqxe,spotify:track:6qBPm2s447VzLkbivDQqxe,spotify:track:6qBPm2s447VzLkbivDQqxe,https://api.spotify.com/v1/tracks/6qBPm2s447VzLkbivDQqxe,4,A Mi Miguel Alemán,Tropical Del Bravo,La Trampa,1YWNqPrB0cjBvkBoO8iOJO,167360,167360,False,31
Cielo Rojo,Miguel Aceves Mejia,RCA 100 Anos De Musica - Segunda Parte,2A95eoCbJRaNzcf7PCxATm,0.328,0.285,9,-9.861,0,0.0349,0.903,0.0,0.394,0.459,92.166,2r0EW4QDRuYwWrXlVcTVK1,2r0EW4QDRuYwWrXlVcTVK1,spotify:track:2r0EW4QDRuYwWrXlVcTVK1,spotify:track:2r0EW4QDRuYwWrXlVcTVK1,https://api.spotify.com/v1/tracks/2r0EW4QDRuYwWrXlVcTVK1,4,Cielo Rojo,Miguel Aceves Mejia,RCA 100 Anos De Musica - Segunda Parte,2A95eoCbJRaNzcf7PCxATm,219720,219720,False,47
De Quererte Así (De T'Avoir Aimee),Luis Miguel,Romances,5bCqJHjSlxroHQdR8i8Qvo,0.35,0.473,0,-7.995,1,0.0324,0.664,0.0,0.102,0.151,77.094,6g2jb8aHUEDLvw7EgbmWHT,6g2jb8aHUEDLvw7EgbmWHT,spotify:track:6g2jb8aHUEDLvw7EgbmWHT,spotify:track:6g2jb8aHUEDLvw7EgbmWHT,https://api.spotify.com/v1/tracks/6g2jb8aHUEDLvw7EgbmWHT,4,De Quererte Así (De T'Avoir Aimee),Luis Miguel,Romances,5bCqJHjSlxroHQdR8i8Qvo,193893,193893,False,33
Hoy Puede Ser un Gran Dia - En Directo,Ana Belén,Música Española de los 90,7ocsvjrjtZ5R47tMFw3z6l,0.308,0.966,7,-4.319,1,0.542,0.515,1.03e-05,0.988,0.341,94.42,4sz4eqbYwoKx3vdFLqegd5,4sz4eqbYwoKx3vdFLqegd5,spotify:track:4sz4eqbYwoKx3vdFLqegd5,spotify:track:4sz4eqbYwoKx3vdFLqegd5,https://api.spotify.com/v1/tracks/4sz4eqbYwoKx3vdFLqegd5,4,Hoy Puede Ser un Gran Dia - En Directo,Ana Belén,Música Española de los 90,7ocsvjrjtZ5R47tMFw3z6l,235880,235880,False,0
"Llamame, Si Me Necesitas",Miguel Mateos - Zas,Solos en América,2xuIhYMc9jjZDUynjd64RM,0.488,0.858,9,-7.17,0,0.0304,0.127,0.222,0.313,0.899,141.829,42HQLzOUKwStGDTNlX0DzY,42HQLzOUKwStGDTNlX0DzY,spotify:track:42HQLzOUKwStGDTNlX0DzY,spotify:track:42HQLzOUKwStGDTNlX0DzY,https://api.spotify.com/v1/tracks/42HQLzOUKwStGDTNlX0DzY,4,"Llamame, Si Me Necesitas",Miguel Mateos - Zas,Solos en América,2xuIhYMc9jjZDUynjd64RM,269813,269813,False,54
Dame,Luis Miguel,Nada Es Igual,0WN5rXI75cVpVMiZ646oyn,0.73,0.654,11,-8.334,0,0.0439,0.178,0.0,0.0796,0.693,97.975,4mu9UDULgYFQfWQFx5fkKM,4mu9UDULgYFQfWQFx5fkKM,spotify:track:4mu9UDULgYFQfWQFx5fkKM,spotify:track:4mu9UDULgYFQfWQFx5fkKM,https://api.spotify.com/v1/tracks/4mu9UDULgYFQfWQFx5fkKM,4,Dame,Luis Miguel,Nada Es Igual,0WN5rXI75cVpVMiZ646oyn,297893,297893,False,52
Carne - Merengue Electrónico Remix,Maffio,Carne (Merengue Electrónico Remix),5vd9BylC4C5xzXk4Q6uIUO,0.946,0.769,1,-4.408,0,0.0635,0.129,7.67e-06,0.153,0.901,126.989,69pyUc13LhpXAyXtcyutk9,69pyUc13LhpXAyXtcyutk9,spotify:track:69pyUc13LhpXAyXtcyutk9,spotify:track:69pyUc13LhpXAyXtcyutk9,https://api.spotify.com/v1/tracks/69pyUc13LhpXAyXtcyutk9,4,Carne - Merengue Electrónico Remix,Maffio,Carne (Merengue Electrónico Remix),5vd9BylC4C5xzXk4Q6uIUO,205483,205482,False,38
Por un amor,Luis Miguel,Mexico en la Piel (edicion diamante),41VfVz6sKvbm1yCbqAlwfM,0.391,0.281,7,-8.7,1,0.0273,0.2,0.0,0.145,0.411,92.555,2fj0xfc4XtTAPqinYJHyZ8,2fj0xfc4XtTAPqinYJHyZ8,spotify:track:2fj0xfc4XtTAPqinYJHyZ8,spotify:track:2fj0xfc4XtTAPqinYJHyZ8,https://api.spotify.com/v1/tracks/2fj0xfc4XtTAPqinYJHyZ8,4,Por un amor,Luis Miguel,Mexico en la Piel (edicion diamante),41VfVz6sKvbm1yCbqAlwfM,162920,162920,False,47
Pa Que Me Llamas - Salsa,Luis Miguel Del Amargue,Dispuesto a Todo,08WiFgOuE8gJL9SUX5Z590,0.762,0.818,2,-6.505,1,0.0349,0.332,8.04e-05,0.0408,0.877,96.478,1KPQ6OqugaSNd6gQSHCYWZ,1KPQ6OqugaSNd6gQSHCYWZ,spotify:track:1KPQ6OqugaSNd6gQSHCYWZ,spotify:track:1KPQ6OqugaSNd6gQSHCYWZ,https://api.spotify.com/v1/tracks/1KPQ6OqugaSNd6gQSHCYWZ,4,Pa Que Me Llamas - Salsa,Luis Miguel Del Amargue,Dispuesto a Todo,08WiFgOuE8gJL9SUX5Z590,282287,282286,False,54
La que sea,Miguel Aceves Mejia,35 Exitos,4LprcUZtNvYJZTSdX2Dhim,0.465,0.266,9,-9.534,1,0.103,0.75,2.11e-06,0.154,0.806,175.429,05XxhiuUFdx8Xgyxflv9nd,05XxhiuUFdx8Xgyxflv9nd,spotify:track:05XxhiuUFdx8Xgyxflv9nd,spotify:track:05XxhiuUFdx8Xgyxflv9nd,https://api.spotify.com/v1/tracks/05XxhiuUFdx8Xgyxflv9nd,3,La que sea,Miguel Aceves Mejia,35 Exitos,4LprcUZtNvYJZTSdX2Dhim,172227,172226,False,43
Lo Tienes Todo Tu,Miguel Martinez,Lo Tienes Todo Tú,4ouvMpyd9yGmEnlmRuGfA7,0.545,0.423,0,-7.089,1,0.0307,0.211,2.46e-06,0.11,0.593,145.779,1ejveNQhuRecMSbhNcMlme,1ejveNQhuRecMSbhNcMlme,spotify:track:1ejveNQhuRecMSbhNcMlme,spotify:track:1ejveNQhuRecMSbhNcMlme,https://api.spotify.com/v1/tracks/1ejveNQhuRecMSbhNcMlme,4,Lo Tienes Todo Tu,Miguel Martinez,Lo Tienes Todo Tú,4ouvMpyd9yGmEnlmRuGfA7,234313,234312,False,43
Vejez,Miguel Pérez,Vejez,6z16FGd8h6MyiYSJrUhu3l,0.317,0.172,0,-22.251,1,0.0483,0.937,0.951,0.107,0.246,112.54,7JqiCSsdTJ8pbELhBGcTi8,7JqiCSsdTJ8pbELhBGcTi8,spotify:track:7JqiCSsdTJ8pbELhBGcTi8,spotify:track:7JqiCSsdTJ8pbELhBGcTi8,https://api.spotify.com/v1/tracks/7JqiCSsdTJ8pbELhBGcTi8,3,Vejez,Miguel Pérez,Vejez,6z16FGd8h6MyiYSJrUhu3l,139000,138999,False,41
Dormir contigo,Luis Miguel,Amarte Es Un Placer,59hPa94rgOLoOBKHz98i7n,0.472,0.479,2,-8.44,1,0.0318,0.396,0.0,0.0958,0.117,69.097,0REKETXT8fkn2C863KKlO4,0REKETXT8fkn2C863KKlO4,spotify:track:0REKETXT8fkn2C863KKlO4,spotify:track:0REKETXT8fkn2C863KKlO4,https://api.spotify.com/v1/tracks/0REKETXT8fkn2C863KKlO4,4,Dormir contigo,Luis Miguel,Amarte Es Un Placer,59hPa94rgOLoOBKHz98i7n,253360,253360,False,51
Everybody Watching,Snoop Dogg,Snoop Dogg Presents Death Row Summer 2022,78R84o4n1a3LxcdzgGZKfC,0.654,0.751,5,-4.714,1,0.0373,0.413,0.0,0.263,0.736,101.001,1nHMytYSkk9bmMEVa7j5bY,1nHMytYSkk9bmMEVa7j5bY,spotify:track:1nHMytYSkk9bmMEVa7j5bY,spotify:track:1nHMytYSkk9bmMEVa7j5bY,https://api.spotify.com/v1/tracks/1nHMytYSkk9bmMEVa7j5bY,4,Everybody Watching,Snoop Dogg,Snoop Dogg Presents Death Row Summer 2022,78R84o4n1a3LxcdzgGZKfC,186965,186965,True,45
Abrazame amor,Luis Miguel Del Amargue,Mi Regreso,5c7bGd5Mbwhpp8JNiTSdKz,0.882,0.668,7,-5.091,1,0.032,0.612,0.0,0.235,0.938,131.981,2moTUdEmaqUAiwA2aM8I0R,2moTUdEmaqUAiwA2aM8I0R,spotify:track:2moTUdEmaqUAiwA2aM8I0R,spotify:track:2moTUdEmaqUAiwA2aM8I0R,https://api.spotify.com/v1/tracks/2moTUdEmaqUAiwA2aM8I0R,4,Abrazame amor,Luis Miguel Del Amargue,Mi Regreso,5c7bGd5Mbwhpp8JNiTSdKz,236307,236306,False,41
Al Niño Miguel,Rafael Riqueni,Juego de Niños,37lgIUvtXABersK1ErEAyq,0.682,0.433,9,-15.953,0,0.0399,0.578,0.862,0.0934,0.477,114.204,2AjUz3OfSmnZa0CQKYKvLz,2AjUz3OfSmnZa0CQKYKvLz,spotify:track:2AjUz3OfSmnZa0CQKYKvLz,spotify:track:2AjUz3OfSmnZa0CQKYKvLz,https://api.spotify.com/v1/tracks/2AjUz3OfSmnZa0CQKYKvLz,4,Al Niño Miguel,Rafael Riqueni,Juego de Niños,37lgIUvtXABersK1ErEAyq,187520,187520,False,40
Lo Que Empieza Acaba,Miguel Y Miguel,El Maestro,3nwrAhLrZO8Afr3Ymf4H8W,0.669,0.587,6,-5.008,0,0.0327,0.308,0.0,0.133,0.659,98.333,1VgZEi8WrsGyGKOOdNBfGH,1VgZEi8WrsGyGKOOdNBfGH,spotify:track:1VgZEi8WrsGyGKOOdNBfGH,spotify:track:1VgZEi8WrsGyGKOOdNBfGH,https://api.spotify.com/v1/tracks/1VgZEi8WrsGyGKOOdNBfGH,3,Lo Que Empieza Acaba,Miguel Y Miguel,El Maestro,3nwrAhLrZO8Afr3Ymf4H8W,195533,195533,False,37
"Dito, Sa Ilalim Ng Buwan",Arthur Miguel,"Dito, Sa Ilalim Ng Buwan",3fUtcIhaW5dA1hlpn4Wv2M,0.564,0.364,4,-11.39,1,0.0246,0.82,0.875,0.114,0.0739,80.038,3FuZUeJbuejOfpbvuqp8QL,3FuZUeJbuejOfpbvuqp8QL,spotify:track:3FuZUeJbuejOfpbvuqp8QL,spotify:track:3FuZUeJbuejOfpbvuqp8QL,https://api.spotify.com/v1/tracks/3FuZUeJbuejOfpbvuqp8QL,4,"Dito, Sa Ilalim Ng Buwan",Arthur Miguel,"Dito, Sa Ilalim Ng Buwan",3fUtcIhaW5dA1hlpn4Wv2M,245225,245225,False,58
Cómo Es Posible Que a Mi Lado,Luis Miguel,Nada Es Igual,0WN5rXI75cVpVMiZ646oyn,0.693,0.9,5,-4.837,0,0.0503,0.0701,0.0,0.167,0.598,115.162,3XNKgHcTo3JyWjOdb540Te,3XNKgHcTo3JyWjOdb540Te,spotify:track:3XNKgHcTo3JyWjOdb540Te,spotify:track:3XNKgHcTo3JyWjOdb540Te,https://api.spotify.com/v1/tracks/3XNKgHcTo3JyWjOdb540Te,4,Cómo Es Posible Que a Mi Lado,Luis Miguel,Nada Es Igual,0WN5rXI75cVpVMiZ646oyn,256187,256186,False,51
Besito a Besito,Luis Miguel Del Amargue,De Rodillas Te Pido,67LRI6OGZ15nlOn7HOqpyM,0.908,0.759,2,-2.718,0,0.0383,0.245,2.16e-05,0.0534,0.968,133.027,0qLnHf2YgXGFzyBjBgiGJ6,0qLnHf2YgXGFzyBjBgiGJ6,spotify:track:0qLnHf2YgXGFzyBjBgiGJ6,spotify:track:0qLnHf2YgXGFzyBjBgiGJ6,https://api.spotify.com/v1/tracks/0qLnHf2YgXGFzyBjBgiGJ6,4,Besito a Besito,Luis Miguel Del Amargue,De Rodillas Te Pido,67LRI6OGZ15nlOn7HOqpyM,214280,214280,False,41
Vibra,Nfasis,Reggaeton y Perreo a Fuego,10QogxbNpGwha5gDt6Knvk,0.896,0.759,7,-4.825,1,0.104,0.03,0.000234,0.0475,0.614,129.911,1SNP46rfEqcSfXFVzKH2N0,1SNP46rfEqcSfXFVzKH2N0,spotify:track:1SNP46rfEqcSfXFVzKH2N0,spotify:track:1SNP46rfEqcSfXFVzKH2N0,https://api.spotify.com/v1/tracks/1SNP46rfEqcSfXFVzKH2N0,4,Vibra,Nfasis,Reggaeton y Perreo a Fuego,10QogxbNpGwha5gDt6Knvk,130154,130153,False,45
"Sol, arena y mar",Luis Miguel,Amarte Es Un Placer,59hPa94rgOLoOBKHz98i7n,0.684,0.753,5,-5.834,0,0.0483,0.268,3.3e-06,0.3,0.713,104.919,3pJlTmnEjkf1u9Bualfo8X,3pJlTmnEjkf1u9Bualfo8X,spotify:track:3pJlTmnEjkf1u9Bualfo8X,spotify:track:3pJlTmnEjkf1u9Bualfo8X,https://api.spotify.com/v1/tracks/3pJlTmnEjkf1u9Bualfo8X,4,"Sol, arena y mar",Luis Miguel,Amarte Es Un Placer,59hPa94rgOLoOBKHz98i7n,197933,197933,False,52
